Sentiment,Review
Neg,went test drive 2000 excurs eddi bauer trim packag friend look buy suv pretti soon ive alway coup one sedan lifetim thi wa veri differ got behind wheel cound ride back check ha mix feel feel like wa tank someth becaus wa rid high felt sheer magnitud truck someth wa confid inspir howev didnt feel like w control vehicl stoppng disanc super long someth someon happen dart front truck wa way safe swerv aviod like fatal collion victim truck ride nice size feel veri firm consid larg interior wa done veri nice leather trim didnt like simpli kind dress ford super duti truck interior pay 36k thi thing deserv littl exclusivis exterior style veri nice rough rug taill littl similar econolin van okay suppos friend live rural area involv ship larg equip trailer right kind truck howev think peopl simpli buy thi thing use statu symbol pretti shallow basic stupid dont see logic sayign got biggest baddest truck pay 60 fill er use thing like go mall take drive work alon burn gasolin galor gridlock id imagin park thi thing nightmar tight urban space parallel park might requir one guy airport guid plane light torch thi vehicl also inspir sen fals secur superior event collis peopl simpli think crash guy die haha might true pay later asid legal consequ depend wa fault live fact becaus vehicl choic made may crippl injur possibl even kill someon thing frighten thi truck peopl buy citi tend type chat away cell phone time habit combin desruct potenti thi thing lead mani tragedi think problem teh wrong type buyer get thi thing would solv high gasolin price doesnt seem case perhap see price 2 50 per gallon bottom line ford made good truck cant play big brother control buy peopl realli need becom awar fact suv danger associt e rollov common make better choic hand right buyer thi truck great
Neg,thi segment ad later appear though ford final come term suv line admit suv safe environment friendli take step make safer occup driver environ anoth interest twist ford thi week decid reduc product excurs 25 small percentag saw thi happen long ago thi first step drop line togeth ani guess valu excurs bought happen mayb william ford jr read epinion decid take action know one compani add buy stock list purpos epinion post opinion may help someon make make purchas hope opinion prevent someon purchas excurs dont one wouldnt im sure id even test drive one havent yet anyway thi shouldnt detract view howev exampl one need cuban cuban american opinion elian whether go home stay opinion one side agre person take stand realli dont care buy excurs buy one take respons may happen high ga price tough kill injur someon accid gt go jail pas go collect 200 ford shouldnt built first place manag ford look littl today analyz buy trend especi one set texan group statist smartest bunch live wa born indiana tradit new truck test market texa first instead build biggest block could made differ statement ford ha done thi mani time alway loo short thi end realiz fuel price couldnt cheap forev infact least 2 00 gal anyway spoil cheap ga automak dont market fuel effici vehicl yet buy sever car get 50 mpg europ even suburban still great claim get 18 mpg highway much higher estim around 10 12 dealer tell dalla fort worth area dealer offer 5000 mean arent sell within 2 year dont think excurs built ani longer excurs dont post ga mileag dont even conform epa regul state lev low emiss vehicl must comparison coal burn power plant way burn much fuel produc much pollut honda come excurs ga mileag doesnt even bother much heck long ago 1974 cadillac hears ye dead peopl one time onli got 7 mile per gallon onc complain irrit peopl whine fuel price drive vehicl ever someth news ga price alway someon gripe ha big ole truck big issu safeti issu clearli truck danger car automak last month publicli recogn thi fact make step prevent death whi couldnt done thi earlier could care le stupid person kill self ani vehicl kill someon el realli bother especi purchas vehicl capabl drive unfortun thi mani time soccer mom want sen secur safeti excurs full argu kid ad distract cell phone stuff ye complet safe occup guy miata plow ani vehicl ha bar put front rear bumper keep monster truck smaller car inher safe matter one good thing saw wa wa guy california wa charg convict manslaught kill someon accid becaus big suv phone went red light kill someon final juri right thing
Neg,suv sob pm great deadli combin old mad woman cell phone ha someth larger hit target w cant eescrib angri w tank go road wait slam 1 show truck want see thi wa test drove one wasnt one blind spot five cant see anyon would want drive one feel go spend 40 000 someth whi buy thing stylish comfort mean come cadillac offer night vision cool
Neg,hey everybodi dont thi car havent ever driven thi car opinion might well share car saturn sl1 go read review car constantli subject blind night suv truck come behind u thi annoy problem mayb one saturn address still someth concern love truck want truck befor got car mayb someday get one anyway im ani way impli ani reason make truck excurs name big truck friend simpli big live live dont need thi vehicl like endang u drive id like know whi half parent town bought excurs whether wa safeti trendi becaus minivan arent cool anymor id like start discus mammoth suv dont keep get bigger bigger eventu car truck compat size creat major problem share road excurs intimid mayb appeal peopl one near highway want get away believ see smaller car dont want get crush whatev avoid excurs im meek flower driver car apt roll cant stop quickli blind spot tremend seen amaz sight concern excurs one day wa parkinglot behind one sat mezermer big truck tri fit rather wide space took seven adjust back pull back big truck park crookedli wa absolut room squeez anoth day anoth park lot saw ten year old kid tri hop passeng side truck miss seat fell right onto ground dont doubt thi happen time hard time think tini grandmoth tri get thi tremend truck simpl footstool like one use get plymouth voyag wouldnt enough even reach excurs step big truck much big plea excurs lover dont hunt run truck im tri take away anyon fun anyon vehicl wish peopl would think lot harder befor buy excurs club power appeal size apal buy thi truck make respons drive whole new way need excurs sure go buy one cart around ten peopl boat luggag furnitur onc mean get thi truck plea keep mind everyon road big truck right well dont buy thi truck without lot heavi thought
Neg,bought thi vehicl safe vehicl transport three young child california freeway excurs 2 wheel drive v10 two major problem thi vehicl 1 back end vehicl bounc side side whenev drive drain small pothol road nearli lost control car drive 15 freeway 55mph ford ha test driven vehicl acknowledg problem ha refus take vehicl back think becaus nervou receiv vehicl back ani 2 wheel driver experienc problem test driver disput settlement board ha driven vehicl anoth like vehicl found problem hope board rule ford take excurs back 2 california excurs flutter nois sound like five hole exhaust thi inform auto technic servic bulletin avail dealer purchas ford awar thi problem hour angle answer dealer ha inform u thi car realli maintain control onli fill capac adult tow heavi load recommend lower tire pressur recommend level extrem satisfi ford lynx sabl explor bronco expedit would recommend excurs anyon
Neg,new fad mother drive expedit suburban land cruiser excurs ok mayb isnt new fad ford death trap excurs exactli sound monster realli worth extra room thi thing incred undertak drive must constantli awar everyth around truck bare fit within allot space right side road built frame f 250 truck excurs ha particularli crash test well either test drove one help friend famili pick car must say recommend pickup ani need terribl turn radiu extra insecur simpli worth size whatev happen mini van roomier comfort effici doesnt seem style anymor believ everi soccer mom feel necessari 4wd expedit suburban excurs drive excurs worri safeti around instead make sure handl ridicul size befor join larg suv fad oh yeah good luck find park spot
Neg,im granola munchin hippi thi beast car hazard environ everyon el road may roomi easili fit 9 peopl thi mingy suv must weigh 9 ton vehicl 7 foot tall wider park space thi excess mean one thing involv accid one probabl kill like go monster truck dont let ford fool either car suv gener ani emiss standard basic thing pollut much big rig surg popular thing mean earth becom pollut even alarm rate mayb environ hazard everyon el dont phase mind set one babi check price ga mileag thing get live ct like price ga alon equal price car year drive least 40 mile day thing mean thi excess room cost everyon el includ owner room want get rv van stupid ugli suv
Neg,go start thi tell hate big car guzzl ga like nobodi busi thi one 10 mpg rang danger anyon road despit ludicr size never ani room passeng ford new excurs worst thi monstros like someth horror film see road anticipate start roar tri run serious though feel like genuin risk life drive near excurs horribl risk environ well
Neg,drive car dont care mani damn child mani boat tow daili thi necessari car anyon truck eyesor harm environ im far eco terrorist machin ineffici ga guzzler make air nasti breath bigger better deadlier safe car momentum truck thi size ha give whole new mean whiplash inde long long tall danger becaus regular car cant see road forrader even wors peopl idea handl thing whi machin classifi class vehicl like yugo volvo fiat onli thing make madder car moron feel need drive soccer mom trade piec cak mini van im actual start miss share road compar suv explor owner trade expedit excurs endless cycl mechan peni envi yuppi materi blind faith safeti excus ive got go ive got gastank urin stepladd
Neg,big search larger vehicl start found wa expect anoth child time wa drive old volkswagon bug two child alreadi look quit brand onli one didnt feel comfort wa ford heard lot neg feedback car saw aerostar lot husband want right wa clean comfort sporti look want look littl research onlin make sure get good deal look drove research dozen befor think narrow option dealer lower hi price felt wa awesom deal decid buy want ford begin would say thi vehicl ha one best veri depend comfort air condit heat work well even ha windshield wiper back window someth never ani previou vehicl engin work wonder squeak grind anywher though compact small place sure wouldnt hard fix someth go wrong dont know much specif engin chang car car specif arent import qualiti recent took back seat went shop veri larg toolbox husband work couldnt believ fit one back seat still guess dont need truck updat 11 24 00 mind definit chang within 6 month thi vehicl within calendar month door start troubl close month screw start fall door panel wa loo latch close door start stick also month ago front passeng door ha problem also panel start fall well though lot child wear tear thi vehicl mini van abl stand sinc made carri child dont feel overli hard yet van keep fall apart unbeliev pace stick gut instinct next time stay away ford vehicl
Neg,bought 1994 van use 1996 fell love beauti convers packag wa veri uniqu receiv mani mani complement offer purchas past year problem began within two week purchas ab system went took repair within next two month wa shop went wa resort last end 1999 1999 ab system went rear end start go air bag went transmiss wa slip thi van wa babi whole time understand whi problem knew peopl older ford van 200 00 plu mile bit troubl final hit 100 000 wa go commiss trade ford mercuri villag absolut love ford wa nice show wa miss dont fight wind put slip transmiss worri airbag deploy need
Neg,bought 97 ford ranger extend cab 4x4 becaus low price grant smooth ride attract vehicl engin ha start even coldest morn live mountain four wheel drive vehicl must two year hub ranger went cost u 800 repair mechan told u ford notori hub problem result poor engin shift fli 4x4 mechan live without four wheel drive low cost factor ranger may outweigh thi consider road need plow overwinter snow dont buy ranger 4x4
Neg,gener men famili insist purchas ford truck usual buy f 150 seri sometim truck load extra time bought plain unusu pickup truck standard transmiss power brake power steer thought good solid engin transmiss true enough first purchas truck look great great drive exterior wa flawless shini eye appeal lot showoff valu perform dure first year use wa near perfect cours owner wa veri proud show new truck hi fellow hunter fisherman farmer offer everyon brother free ride time ha pas sever year road lt 100 000 mile later tune ha chang drastic truck lost luster paint peel numer rust spot cab roof around wheel cover owner frustrat certainli dont money new paint job standard transmiss fail miser truck often shop repair univers joint go wreck havoc life offshor worker must work time face loo week paycheck common problem ha appear everi ford truck sudden stall traffic push ga pedal truck stall die rather go forward truck never trust go first gear leap forward ani amount speed safe advic talk long time ford truck owner way pro con heavili befor buy truck expect perform mani year come
Neg,thought wa odd front back brake well rotor went befor hit 20k mile also call ceo local dealer becaus servic center said factori warranti wouldnt cover cost repair bill wa 550 00 ceo saw way much argu didnt pay guess didnt like u much becaus pick truck wa bird poop insid truck flat tire 1997 f 150 offroad prior thi one like thi truck window mechan passeng side tend go earli thi truck ha shop 3 4 time sinc quit 1 year old deal brake suck radiat replac 5k mile transmiss wa leak fluid like crazi comfi motortruck lot room look good reason wont buy anoth simpli becaus servic crappi way treat
Neg,wa drive 1987 honda crx wa die need someth quickli hit dealer special use polic car figur id get someth inexpens interest pick 1991 polic packag formerli connecticut state polic sinc car wa onli go driven hundr mile week price wa main concern car wa run wa lot fun good acceler lot luxuri featur honda didnt interest respons driver unfortun bad outweigh good polic packag wa onli crown vic 1991 carburetor onli wa carburetor engin nightmar known variabl venturi one wa go bad local ford dealer wouldnt touch say best could wa replac cost 1100 manag find mechan special onli charg 500 rebuild one eventu major system car replac one time keep car oper wa run handl wasnt particularli good break wa poor ride wa soft cant even imagin standard crown vic would drive like acceler wa awesom le 20 mile per gallon step ga wa expens proposit look inexpens luxuri car dont stop local use polic car salesman sticker price isnt even close cost end
Neg,bought use 1996 crown victoria polic interceptor veri happi camper belong volunt highway safeti organ wa market new use polic car 93 ford tauru wa last leg spend sever week search tri find use crown vic polic car like break bank final found one dealer locat two hour away home dealer special onli use polic car wa highli recommend friend mine ha bought three car ha veri satisfi car overal two trip dealer look dozen car lot settl 96 crown vic polic intercept model 95 000 mile rebuilt transmiss part catch wa price wa sever thousand dollar le thought id end pay thi car seem perfect everi sen want need onli problem wa wasnt abl test drive road becaus hadnt properli prep wa limit drive around park lot dealership seem fine lot lot road two differ dimens come test car handl may say known better figur car polic packag wa suppos handl well befor make final decis crown vic dealer suggest test drive 95 capric polic car prep sale latter day mention capric handl better crown vic took capric spin handl seem nice engin wa amaz heart set crown vic ive alway like look much better figur would littl differ handl capric crown vic becaus car polic packag boy wa ever wrong day pick crown vic complet check prep dealer wa eager take spin open road see handl befor hand check surpris steer seem unusu oversensit car seem ride veri awkwardli around bend dealer reassur wa typic crown vic wa possibl car need align figur id get use differ handl hand check drove home new use crown vic day later took trust local mechan look special attent steer oversensit problem mechan said everyth seem check okay couldnt find anyth realli wrong vehicl might caus steer handl problem came conclus dealer crown vic built way well feel kind confus upset becaus expect crown vic especi polic packag handl much nimbl overal 93 ford tauru 140 000 mile shot front shock ball joint tie rod go power steer gave long ago still handl better part thi crown vic way wish gotten capric didnt know better time advis anyon consid purchas use crown vic polic car matter ani use car test drive thoroughli see live handl tri learn live crown vic handl unless choos sell im quit readi yet reason last 24 hour found use forum site internet discus problem crown vic polic packag suggest correct end littl bit posit note still may hope thi crown vic dont lot free time life devot fine tune car ride decent built way begin far care next time befor jump car purchas base mostli preconceiv concept test drive limit park lot p one owner year version car respond messag help post use polic car bulletin board suggest align done mechan familiar special need polic packag vehicl said align done properli hi crown vic improv handl enough decid hang updat thi review soon align done car next week
Neg,crown victoria breed sibl die fast onli major competetor categori lincoln town car ill fate chevrolet capric classical twin mercuri gran marqui share mani characterist crown vic acceler veri sluggish car heft underpow v 6 whine ga pedal push lack perofrm justifi comfort roomi ergonom well place simpl thi car design grandma hate gadget forward bench seat comfort squishi firm enough support grandma ach hip still prime year would stay away thi car unless like bulki fleet car look
Neg,purchas use 1992 high top toy v vcr nintendo remot queen size fold bed built oak cabinet built tank goodi tiarra packag wa absolut beauti purchas intent enjoy travel florida ohio never make though see didnt like warm weather reason stall everi singl time temperatur outsid reach 73 higher would pull side road wait 20 min go way anoth hour befor would stall 4 shop said wa fine ford dealer within mile believ word said replac comput compon 2x 3000 money problem never went away replac brake often chang oil want badli sell van felt awe idea someon el get stuck wa final trade new dodg van day everyth short v wouldnt work vcr wouldnt work seat wouldnt move yet fuse test check fine servic men 3 shop day told could find reason whatsoev thing perfectli normal becaus show power go area total normal wors though wa lousi 9 mpg got wa terribl expens drive insur keep bad wa beauti
Neg,1992 ford econolin van bought vehicl use find dealer factori ani assist find paint horizont surfac fall purchas vehicl 1994 within year paint start delamin bodi even though wa secret recal thi factori relat defect confirm intern servic bulletin 93 8 4 microcheck sent dealer april 1993 cover owner dialog program date noth ha resolv written numer letter avail say look ford product caveat emptor
Neg,wa drive lot 2002 ford explor thought paid noth could better love everyth drove everywher drive day later drove meet famili saw anoth 2002 explor park yard turn sister bought one get later first let explain drive 1 hour work 1 hour back want go shop movi anoth hour put lot mile car good thi car ha awesom bright light comfort seat easi access love two power outlet great crowd cell phone bad long got sprayer back window didnt work soon back window wouldnt stay open one day wa pull traffic transmiss slip wa nearli hit oncom traffic last 2 month oh yea probabl took three day plastic around seat broke one time friend wa back biggest laugh becaus couldnt get becaus door wa stuck didnt think wa funni sinc ha done sinc shove bodi get open day would tri put car park would stop r p take shove back problem onc get use even though never use luggag rack paint came still ford veri slow replac sister explor drove love funni thing love three week ago husband daughter two kid driven san antonio two car come back one explor didnt third seat left u one person without seat leav san antonio red light bottom hill come hill slam brake swerv miss car well twice explor went two wheel almost got control slam rock wall spun more or less end posit back explor rock wall everyon front seat wa ok sore airbag everyon back seat wa ok except 8 cut center consol seat belt mark idiot rode back car seat wa thrown back glass surprisingli ok explor held wa imposs control given fact slam break got realli jerk hard car wa safe recommend buy explor unless gambl person updat back left window doesnt roll warranti plastic back glass crack drive hole thi horribl sweak nois
Neg,purchas 1990 ford tauru gl wagon 1990 far spent approxim 8 000 repair main problem thi car automat transmiss suddenli broke rebuilt car drivabl repair cost around 1 200 also recal tauru opinion thi automobil wasnt built right first place wether like go big repair bill everi 3 5 month hand thi veri strong car use haul belong furnitur move 2 bedroom apart new hous thi car strong ox unfortun veri reliabl tauru didnt break everi onc would doubt keep thi car good twenti year
Neg,bought thi car fix play 1974 four door love power 26 year old motor 400m 2v ha tire smoke grandma groceri getter hate damn radio fix shortli cd player two sub 8 midbass trebl speaker stereo anoth hobbi hate looooooooooong ride real smooth even though 26 year old onli ha 94 000 mile though look car play look drivetrain combin thi full size way go look good 2 inch drop flowmast cragar fat firehawk especi bright yellow paint black top black pinstrip
Neg,bought 1995 f 150 late 1994 also sold earli 1995 reason whi drove truck lot novemb 1994 like way f 150 look thought look pretti tough likewise heard good thing friend didnt exactli babi thi truck didnt drive hard maintain well never beat point might break one day knew insid would broke onli 2 month got wa drive snow foot put truck four wheel drive notic right away someth wa wrong wa pull hard left wa veri hard steer brought right back ford dealer said need new hub wa first thing broke addit speedomet broke lever insid includ seat lever window roll lever mani began crack like twig realiz thi truck wa made veri littl craftsmanship like ani ford ever f 150 also lack power want full size pick didnt get go like old chevi use veri disappoint thi truck sold right winter bought 1995 chevi pick wa much satisfi ever wa ford
Neg,bought thi vehicl last year becaus want profession look vehicl could drive construct site architect found thi explor thought thi vehicl would perfect work recreat definit thought thi wa good look vehicl black dark tint window power window lock smoothest luxuri ride truck quit thing start go wrong learn recal truck wa recal hood latch cruis control problem tire wa fortun recal fireston tire want bigger tire one came standard truck paid extra consid lucki note soon warranti went truck start problem truck would shake wa run took servic paid roughli 600 exhaust manifold gasket problem got back wa leav servic station went turn alarm back valet mode button fell dashboard four day later wife get strand meet becaus truck would start stall releas ga onli wa strand wa angri embarrass well wa go lunch friend rescu doesnt understand whi 5 year old jeep ha 160 000 mile ha never left strand almost brand new truck le one quarter mileag ha left u strand three time truck wa return third time anoth 200 later drove servic station thirti minut later wa strand truck wouldnt start tow thi truck payment truck almost 1 000 bill still dont know wrong truck much cost fix brake light doesnt work alarm button insid dashboard rear windshield wiper doesnt work well small price 35 000 el get servic like ford
Neg,must say cousin pull new stang convert wa impress first sight came quick realiz taken ride bought car want someth would attent grabber well must say attent car ha receiv ha mechan ford dealership first week owe car odomet stop work big problem still lead day without car anti theft light start come reason along airbag light made sen biggest problem remain oil light park car hill light come week two ago intak manifold crack left big tow bill anoth week half without car also lack power one would expect v8 ride car top rattl whenev hit slightest bump overal ride smooth upkeep expens ga guzzler qualiti car posse would recommend thi anyon unless dont mind spend time rental car
Neg,bought 961 2 red mustang convert car dream cours go look practic research car fulli wish begin start first week use get radiat fix got flat tire power steer wa mess variou tune two year recent oxygen sensor went time trip mileag counter odomet bust accur measur mileag exampl 80 mile round trip turn 5 mile excurs drove 3 hour total measur wa 5 mile cours servic rep think crazi especi sinc young woman tell fix thi problem cost alot sinc cover warrenti top thi wetting engin know leak rain top recent drove car blizzard upstat ny cant tell miser experi want fun look car mustang way go look practic car reliabl wouldnt suggest
Neg,lemon law 1996 mustang gt convert cute car extrem good look drive wa aw front end shook brake wouldnt stop ford stand behind product instead impli wa head yet answer whi brake fail wa drive couldnt answer whi 3 differ dealership refus anyth complaint never check brake look never test line anyth el insist front end problem tire relat yet 3 differ set tire car space 2 year final set 9 000 mile practic bald 19 000 first set still le goodyear 25 000 suggest mileag drive car babi like beat anyth would wear tire prematur 2 tran prior mustang gt guess got lemon law case ford buy back car guess anoth pontiac tran wont even mention fact mustang gt doesnt come anywher close z28 horsepow could get horsepow 6 cylind 4 door car e 300m ford offer suppos sport car consid mustang gt sick joke everi time wa ford numer mustang brought repair mani make worthwhil
Neg,first car colleg like last ford ever drive ford tempo like buttocks wheel death wish time gotten rid vehicl experienc follow replac cv joint lost ga gaug odomet well wa still dead interior light malfunct blinker arm fell driver side door fail open insid driver side seat back went state constant reclin scald hot water dump heat coil onto foot ive never taken shoe go hi way 70mph quickli life lost c lost heater lost defrost snow storm might add lost muffler tie rod snap curv 50mph caus wheel perpendicular one anoth consequ rip tire wheel near death experi could reach window wa fli air written name near telephon pole befor land farmer field ball joint snap look like wheel decid take nap thi wa repair free mechan said 6 repair 7th free radiat problem dont buy thi vehicl repeat dont buy thi vehicl dont take free tempo repair extrem expens id call million dollar car
